id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,Center_X,Center_Y,类型代码,类型名称,省份,城市,区域,营业时间,评分,人口密度,cluster_label,cluster_probability
B0J1UH5XB0,重庆市九龙坡区人民医院,九龙街道上游村1号,023-68859080,106.517982,29.489208,,,439700.58031441696,3262348.7825733144,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],41.658955,-1,0.0
B0L1RHAZIX,九龙坡区人民医院急救部,九龙坡区上游村1号,[],106.518419,29.488421,,,439742.4777023614,3262261.354345822,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],45.46086,-1,0.0
B0LRYAUN1Q,九龙坡区人民医院-住院部(一区二区),九龙街道上游村1号,023-68962816,106.518112,29.489652,,,439713.4454865743,3262397.9117306625,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],43.415432,-1,0.0
B001786RJM,重庆渝西医院,铁马小学后,023-68062217;023-68409346;023-68411120,106.516539,29.503486,,,439569.1714946368,3263931.577223729,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],82.9752,-1,0.0
B0FFHMVJ2K,杨家坪街道天宝路社区卫生服务站,直港大道30号附5号,023-68442569;023-68668631,106.527242,29.507302,,,440608.809547932,3264348.8898522896,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],163.90715,6,1.0
B0FFG83F0V,重庆渝西医院住院部,重庆渝西医院,023-68062421,106.516123,29.503583,,,439528.907435744,3263942.541298266,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],96.30349,-1,0.0
B0FFFR54H9,重庆珠江医院,杨家坪直港大道63号、65号(近天宝路),023-68442569,106.528313,29.50816,,,440713.1144653383,3264443.412584024,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],159.1207,6,1.0
B0HU5AOG3S,重庆市巴南区李家沱街道社区卫生服务中心,李家沱马王坪正街101号,023-62850052,106.530462,29.466266,,,440897.0915080781,3259800.348154132,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,巴南区,,[],24.225658,4,0.4411252215005085
B0LKS7JIPU,天宝路珠江社区卫生服务站门诊部,九滨路与万象四路交叉口西160米,[],106.528475,29.508125,,,440728.7955365173,3264439.4519149777,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],159.1207,6,1.0
B0L1MLH9D8,珠江社区卫生服务站输液部,珠江医院南门旁,[],106.528494,29.508116,,,440730.63182374,3264438.4450053466,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],159.1207,6,1.0
B0GKVS433I,重庆市第七人民医院-眼耳鼻喉口腔分院,李石路与马王坪正街交叉口东南20米,023-62850631,106.540024,29.465822,,,441823.9926826535,3259746.337701536,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],56.309082,4,0.8626004887166091
B00170BBKM,谢家湾街道直港社区卫生服务站,直港大道11号,023-68410521,106.522218,29.50927,,,440123.0243303429,3264569.526207458,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],59.934536,7,1.0
B001709XUV,重庆理工大学附属中心医院,重庆市巴南区李家沱工联一村1号(巴南大道重庆市第七人民医院西),023-62850631;023-62861120,106.547954,29.468136,,,442594.2107129946,3259998.7993293656,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,4.3,44.67725,4,0.5766118931959465
B0KA61BYN0,重庆市第七人民医院门诊部,群乐路与尚美大道交叉口北220米,[],106.546944,29.467582,,,442495.9679999912,3259937.9131354173,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],41.966137,4,0.6466111364249219
B0FFIDMB49,重庆市九龙坡区人民医院(A区),前进路23号(杨家坪地铁站1号口步行80米),023-68406550;023-68665990,106.513077,29.507129,,,439235.78504266776,3264337.0368130254,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],81.35448,14,0.4737159384723385
B0FFF09JYX,重庆市巴南区李家沱街道西流沱社区卫生服务站,融汇半岛东区2期西1门南110米,[],106.518119,29.466158,,,439700.2192678804,3259794.7084248457,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,巴南区,,[],17.315937,3,0.5973040419236705
B0GK0D9EDN,重庆理工大学附属中心医院急诊科,重庆市巴南区工联一村1号重庆市第七人民医院住院部西,023-62861120,106.546884,29.467433,,,442490.0662583725,3259921.4332239446,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],41.966137,4,0.6436924666858573
B0HGCPGGZK,重庆理工大学附属中心医院发热门诊,李家沱工联一村1号重庆理工大学附属中心医院,023-62859424,106.546975,29.467525,,,442498.9416333595,3259931.5821005004,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],41.966137,4,0.6336856407339914
B0IA3ZRF9I,重庆理工大学附属中心医院体检,李家沱工联一村1号重庆理工大学附属中心医院,023-62850631,106.547954,29.468136,,,442594.2107129946,3259998.7993293656,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],44.67725,4,0.5766118931959465
B0FFGX519G,李家沱街道合建社区卫生服务站,李家沱,[],106.537181,29.463556,,,441547.0279524459,3259496.683052707,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,巴南区,,[],23.880157,4,0.44797286811821035
B0FFGTTUZ1,重庆市九龙坡区人民医院A区住院部,前进路23号重庆市九龙坡区第一人民医院东城院区A区内,[],106.513182,29.507125,,,439245.9596447936,3264336.5387546546,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],81.35448,14,0.4785736567531989
B0G26HLPVO,重庆市九龙坡区人民医院A区门诊部,前进路23号第一人民医院东城院区A区内,[],106.513323,29.507207,,,439259.674839483,3264345.5509886527,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],81.35448,14,0.49309164745919204
B0FFG7KAXC,重庆新里程其济医院,林荫村186号巴南区国家税务局李家沱第一税务所附近,023-62550120,106.541908,29.463565,,,442005.3864036392,3259495.3174127005,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],35.536846,4,0.8183018323667369
B0FFJSUUGH,南岸区中医院汇雅社区卫生服务站,汇龙路68附26附近,[],106.557514,29.500339,,,443539.0080534899,3263562.29589885,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,南岸区,,[],49.574303,1,1.0
B0FFHNUW8H,重庆新里程其济医院门诊部,创泰其济医院西南门旁,[],106.541699,29.46355,,,441985.1121974781,3259493.759457523,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],42.089153,4,0.8406955479403154
B00170AGVF,重庆熙康医院,李家沱正街188号附7号,023-62868899,106.542923,29.463258,,,442103.6314248408,3259460.7961882525,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,巴南区,,[],33.429283,4,0.8229214750548006
B00170CS03,杨渡村社区卫生服务站,杨家坪杨渡二村,023-68409120,106.502545,29.496718,,,438208.66316701926,3263189.011451759,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],39.132977,-1,0.0
B001786RWF,谢家湾街道劳动村社区卫生服务站,劳动一村附一栋,[],106.519258,29.512905,,,439838.28600085614,3264973.823540612,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],202.28813,-1,0.0
B001786RX4,盛世华城社区卫生服务站,兴胜路55号附72号,023-68651238,106.510863,29.509801,,,439022.7972843741,3264634.2618944515,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],75.95354,-1,0.0
B00178XD62,重庆市总工会重庆康复医院,西郊支路20号,18008305727;19122718002,106.50773,29.509876,,,438719.1883082577,3264644.218725946,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],154.06886,-1,0.0
B0M64OKGC6,重庆市九龙坡区杨家坪街道社区卫生服务中心,冶金三支路与兴胜支路交叉口东北120米,[],106.509988,29.511896,,,438939.2486471868,3264866.854009052,090101,医疗保健服务;综合医院;三级甲等医院,重庆市,重庆市,九龙坡区,,[],273.66937,2,1.0
B0017086OW,重庆市九龙坡区中医院冶金村院区,冶金路14号,023-68035585,106.505252,29.509718,,,438478.9221188512,3264628.019918971,090101,医疗保健服务;综合医院;三级甲等医院,重庆市,重庆市,九龙坡区,,[],117.58851,-1,0.0
B0L0TAAQU0,重庆市九龙坡区中医院冶金村院区体检中心,九龙坡区中医院冶金村院区,[],106.505143,29.509436,,,438468.1871434995,3264596.831015856,090101,医疗保健服务;综合医院;三级甲等医院,重庆市,重庆市,九龙坡区,,[],117.58851,-1,0.0
B0FFKOTTYD,重庆市九龙坡区人民医院精神科,冶金路与石坪桥横街交叉口东80米,[],106.503329,29.508871,,,438292.0286709928,3264535.1880900064,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],133.82486,-1,0.0
B0KBU5GT15,金阳社区卫生服务站,青龙路8附3号(南湖地铁站5A口步行210米),[],106.557659,29.512911,,,443560.03661671496,3264955.2383541167,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,南岸区,,[],46.816086,1,1.0
B0FFL19QZL,九龙坡区石坪桥街道社区卫生服务中心,石坪桥横街47号,023-68823235;023-68823289,106.501992,29.513162,,,438165.0518908578,3265011.3558236,090102,医疗保健服务;综合医院;卫生院,重庆市,重庆市,九龙坡区,,[],284.9313,-1,0.0
B0L34ZFF1Y,九龙坡区人民医院石坪桥分院,石坪桥横街47号,023-68823289;17723179362,106.501971,29.513249,,,438163.0694967263,3265021.006894014,090100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[],284.9313,-1,0.0
B0HKY5YQT7,美加净口腔,观江美郡西门旁,[],106.5281,29.492346,,,440683.2543675437,3262691.282449634,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],119.2097,8,0.58817758104272
B0FFIP8USM,张宗科口腔,龙江路10号附35号渝隆观江(广厦城车站对面),15923557657,106.529815,29.494214,,,440850.58772331785,3262897.389300059,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],116.41473,-1,0.0
B0LUYHWOXK,齿禾口腔(黄桷坪店),黄桷坪搬运西村158号附3号,15696969882;18680907881,106.540307,29.492364,,,441866.5819263263,3262687.1170364907,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],102.9508,9,1.0
B0017986O3,龚胜伦口腔诊所,黄桷坪街3号附8号,023-68509941,106.542532,29.490153,,,442081.0101851963,3262441.0228603343,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],96.16791,9,1.0
B0FFJLR479,何绪富口腔,滩子口101号田野小区(滩子口地铁站2A口步行190米),[],106.52506,29.498891,,,440392.39633724105,3263418.041173112,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],66.30481,8,1.0
B0J32AAQZH,德雅口腔(巴南店),峡谷路440号,13594075242;18725870775,106.519436,29.473609,,,439832.318506737,3260619.61745318,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],38.618946,3,0.5298798298662147
B0FFFZJ3EB,陈琳口腔,新华六村33号附12号,13640569886,106.519641,29.502255,,,439869.1121475631,3263793.5712199337,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],72.12277,-1,0.0
B001797JZF,和田口腔,直港大道42号附7号,023-68121618,106.527424,29.507042,,,440626.2978956496,3264319.9881282626,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],163.90715,6,1.0
B0KRC9DTSC,泽泰口腔(九龙坡印象汇店),杨家坪街道西郊三村2号第02-18-20号商铺,023-68188860;19112966609,106.512358,29.499722,,,439161.6689738478,3263516.6931099,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],79.61806,10,1.0
B0FFLIQUDR,大白牙口腔(融汇店),融汇大道301号,023-62869878;023-66240318,106.513108,29.474099,,,439219.0757388863,3260677.1972426963,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],26.208584,3,0.992652588005064
B0JKMH6ZJD,牙舵手·康悦美口腔(融汇店),融汇大道287号1层,023-62579766,106.513496,29.473093,,,439256.094601705,3260565.5272324327,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],24.429535,3,0.992652588005064
B0KB35VI2C,渝一口腔,谢家湾直港大道17号,023-68855566,106.525859,29.508676,,,440475.56827112735,3264501.840314303,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],124.01597,6,0.7628368860539152
B0LDX7I2JP,口腔咨询点,珠江花园南区北门西90米,[],106.527045,29.507967,,,440590.1039188418,3264422.6745387907,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],137.72525,6,0.9659555979241927
B0HA978P5V,王蒙口腔,马王坪正街22号庆丰花园702幢一层,023-86539138,106.536258,29.466741,,,441459.3585902896,3259850.052049634,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],47.648373,4,0.728398900309957
B00170I3IS,但唐轩口腔,直港大道26号天鹅山庄2栋2楼,023-68439323;13340246060,106.525271,29.508318,,,440418.3684184609,3264462.473828843,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],86.15435,-1,0.0
B0FFKTYNU2,重庆荣美医疗美容医院,南滨西路33号附25号,18623067786,106.556254,29.491819,,,443412.1405911258,3262618.8695099647,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,南岸区,,[],98.674065,1,0.8829363100697785
B0L6P4683T,品尚口腔(马王坪店),茂苑B区北门东50米,16623928246,106.537927,29.466567,,,441621.08841064107,3259829.9347038013,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],69.79182,4,1.0
B0JDCUR3EC,巴南段远云口腔诊所,汇宾一路257号,[],106.512129,29.473749,,,439123.9475079365,3260638.927710144,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],23.543806,3,0.992652588005064
B00170AB9N,秦牙科,典雅苑北门旁,15923900008,106.536004,29.46618,,,441434.4078934929,3259788.019619653,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],35.4502,4,0.728398900309957
B0J67UPREE,胡永兰口腔诊所,杨家坪街道上游三村8号附14号,023-89899958,106.509299,29.499468,,,438865.0051039201,3263490.1525384937,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],144.2544,5,1.0
B0LA5ZS3FY,渝立寿黔西骨科,李家沱马王坪正街29号附1号,15086943027,106.535912,29.466,,,441425.383898735,3259768.12145993,090206,医疗保健服务;专科医院;骨科医院,重庆市,重庆市,巴南区,,[],35.4502,4,0.728398900309957
B0HRUHG7EU,程鹏口腔诊所,立丹大厦东门西北90米,[],106.538492,29.466424,,,441675.7901653151,3259813.80689999,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],63.197723,4,1.0
B0FFKRQVFB,盛颜医疗美容医院,南滨西路33号附25号,[],106.556243,29.492091,,,443411.2254520075,3262649.013158602,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,南岸区,,[],101.315674,1,0.8765337179720961
B0HRUDGR0D,重庆玺雅医疗美容,南滨西路35号附93-31,[],106.557125,29.490625,,,443495.9108908704,3262486.148061566,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,南岸区,,3.4,167.0079,-1,0.0
B0JDPULMJL,牙舵手·康悦美口腔,李家沱街道马王坪正街12号2-201铺,023-62866118,106.540728,29.466286,,,441892.51901983726,3259797.398537889,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],66.72234,4,0.9218734114800501
B0I6178798,厚爱牙科厚爱口腔医院杨家坪分院,西郊路24巷27号,18983749506,106.513213,29.505209,,,439247.82035668055,3264124.223510724,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],84.01596,-1,0.0
B0KGHNRBAR,苗王骨科,直港大道与天宝路交叉口东北20米,[],106.521896,29.509321,,,440091.8456070678,3264575.34297572,090206,医疗保健服务;专科医院;骨科医院,重庆市,重庆市,九龙坡区,,[],59.934536,7,1.0
B0ID7RTH3C,锦华口腔,西郊路21号(杨家坪地铁站2口步行360米),023-68789088;023-68789998,106.512444,29.505074,,,439173.2039118452,3264109.666924116,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],110.95076,11,1.0
B0L6AM03SH,品尚口腔(都和院区),李家沱街道马王坪正街2号商附10号,023-66484658;17783242108,106.543013,29.465804,,,442113.8042046485,3259742.8540062145,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],40.755634,4,0.6745529080762572
B0FFH2GMQR,秀道医疗美容,西郊路都市桃源欢乐迪楼下2楼秀道医疗美容,13896047844,106.513984,29.506642,,,439323.4044460972,3264282.602166537,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,九龙坡区,,4.3,66.16803,13,1.0
B0K1FMPIKR,燕京口腔,西郊路三号正升百老汇广场一单元1-8.1-9,023-68147238,106.515295,29.507926,,,439451.2361062339,3264424.1904260344,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],83.057625,14,0.6283508476727968
B0H1VURU4E,钰果口腔(直港大道口腔诊所),直港大道2号附8号(杨家坪地铁站4号口步行450米),[],106.519949,29.509208,,,439903.0725909633,3264563.8265991826,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],82.73673,-1,0.0
B0G3GZS1TW,孔小燕口腔诊所,杨家坪街道卓越中寰西郊路34号3栋2-商铺2-10,[],106.506953,29.499333,,,438637.5234385209,3263476.429086281,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],134.7565,5,1.0
B0G3F5JV2N,郑氏口腔,融汇大道186号,023-62569086;18983721112,106.518618,29.466232,,,439748.6473885056,3259802.64956906,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],25.448547,3,0.6512972328080969
B0HRLZYE0Y,郑忠钦口腔诊所,融汇大道与汇南二路交叉口北160米,18983721112,106.518582,29.466263,,,439745.17506168986,3259806.103071968,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],25.448547,3,0.6547620481104878
B0J1SZS955,医美恩医疗美容(卓越中寰店),卓越中寰东南门旁(动物园地铁站1号口步行230米),18983187671,106.507045,29.499429,,,438646.4989767893,3263487.0176784527,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,九龙坡区,,4.3,134.7565,5,1.0
B0FFHS9S5G,韩勇口腔诊所,西郊路60-7号(圣悦新都底商),13594115451,106.50609,29.499182,,,438553.78064770775,3263460.1532521634,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],119.58759,-1,0.0
B0L3O5YNXZ,功夫北鼻美容(博文二路店),李家沱街道博文二路75号附7号2-9,[],106.519278,29.465752,,,439812.3592531532,3259749.1231043483,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,巴南区,,2.4,25.448547,3,0.6547620481104878
B0J0DHGAD6,徐耀伦口腔诊所,团结路47-2号(杨家坪地铁站4号口步行390米),[],106.51884,29.509753,,,439795.9089468065,3264624.7878796053,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],101.507576,12,0.5953786483341362
B0GR0CWRSP,重庆梦美医疗美容门诊部,杨家坪珠江路45-46(杨家坪地铁站2号口步行400米),023-68433018;17772428655,106.516377,29.509863,,,439557.2574403579,3264638.253631521,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,九龙坡区,,[],106.46068,12,1.0
B0HGXCXBQ4,重庆益牙堂口腔,重庆市重庆市大渡口区,[],106.503024,29.495016,,,438254.06207798095,3263000.170121157,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,大渡口区,,[],53.76107,-1,0.0
B0KUHBINEO,千叶眼科眼视光诊所(杨家坪珠江路店),九龙坡区杨家坪街道杨家坪团结路3号,[],106.515675,29.509725,,,439489.1367611069,3264623.327782784,090203,医疗保健服务;专科医院;眼科医院,重庆市,重庆市,九龙坡区,,[],98.25117,12,0.49139098151900484
B0I6TAO8GE,渥迪眼科,杨家坪25号2层(杨家坪地铁站5号口步行150米),18983458023,106.515237,29.509097,,,439446.3114992337,3264553.971259829,090203,医疗保健服务;专科医院;眼科医院,重庆市,重庆市,九龙坡区,,[],112.22277,12,0.6560920713669548
B0L6D65J5A,唯蜜指意&医疗美容诊所,杨家坪正街25号立丹时尚街,[],106.51581,29.508869,,,439501.7121303179,3264528.409944049,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,九龙坡区,,3.8,100.40367,12,0.5357969880445894
B00179317O,戴成立中医骨科诊所,前进路24号(杨家坪地铁站1号口步行200米),023-68420810;13983768998,106.512327,29.507173,,,439163.1185581468,3264342.3041767534,090206,医疗保健服务;专科医院;骨科医院,重庆市,重庆市,九龙坡区,,[],111.74815,-1,0.0
B0HD0AWJXM,重庆妮杨丝医疗美容,杨家坪珠江路46号5层(地铁站2口步行390米),15730116411,106.516295,29.509911,,,439549.3384316761,3264643.614804367,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,九龙坡区,,[],108.718094,12,0.9464921052099585
B0IG67FQ69,美奈口腔,兴堰路11号附103号104号105号,[],106.500872,29.490748,,,438042.8599104645,3262528.4059690484,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],226.1541,-1,0.0
B0FFLIUNI4,种博士8020口腔(杨家坪院区),杨家坪正街26号第三层圆弧F区(新华书店旁),19122430312,106.514328,29.510181,,,439358.8556641728,3264674.5556170573,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],116.5515,12,0.5688960698958071
B0FFIMOX2B,南岸王永纯口腔诊所,汇龙路68号13幢附18号,17726680884,106.557474,29.500862,,,443535.4210109456,3263620.265124533,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,南岸区,,[],49.928352,1,1.0
B0JDTU27SF,何君口腔,海景天域北门旁,[],106.525333,29.513168,,,440427.2176471321,3264999.83762819,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],277.65778,-1,0.0
B0FFG52SRJ,玉雅龙兵口腔,李家沱新界1号3层,023-62576797,106.545414,29.464369,,,442345.80012360855,3259582.6618905133,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],23.228786,4,0.7531731552255803
B00178VKZ7,郑宏口腔,李家沱正街181幢1-9号,023-62862614;13648440406;18983721112,106.54333,29.463454,,,442143.2075106548,3259482.3111964995,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],25.679794,4,0.698262787617994
B0GK45PQ1N,艾美齿口腔(保利观塘店),"二塘路65号附35号2-18,2-19",15320501173,106.561931,29.490329,,,443961.6368578768,3262451.026809405,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,南岸区,,[],54.376366,1,0.719709793861625
B0FFFWJVGM,敬氏口腔,前进路1号九龙商业城B1层,15823845087,106.512489,29.508289,,,439179.4872906016,3264465.87594082,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],87.18244,14,0.5826453689951175
B0FFKBMQ92,一品口腔,美堤雅城A区东门南330米,023-62803301;17726680884,106.557503,29.500858,,,443538.22974097903,3263619.807839821,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,南岸区,,[],49.928352,1,1.0
B00170I3XX,华西口腔(杨家坪正街),杨家坪正街13-6号(斌鑫世纪城东),023-68405507,106.515691,29.510712,,,439491.2745201993,3264732.682319398,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],111.67569,12,0.9861100193395917
B0FFG1ITKF,永强口腔门诊部,巴南大道2号附7号时代壹佰3楼,023-62854088;023-62858818,106.546071,29.464148,,,442409.3806867145,3259557.8495731307,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],20.467403,4,0.7531731552255803
B001797GHD,宽恒口腔,杨家坪正街26号,023-86163370,106.513946,29.510838,,,439322.2237655227,3264747.552627343,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],147.75522,-1,0.0
B0I2R1YBXO,容尔口腔诊所,融创·金弈时代北区北门旁,[],106.542541,29.46297,,,442066.4270342487,3259429.0750766024,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],33.75235,4,0.8406955479403154
B0IATSN2HP,美适佳口腔,李家沱正街294号附82-1,023-62559399;19122948116,106.542558,29.461899,,,442067.46678655886,3259310.3974350663,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],33.12613,4,0.7043553521471775
B0M67LZ6N4,逸乐口腔,华润二十四城五期万象三路127号2-11,[],106.527125,29.514494,,,440601.6686991274,3265145.84614329,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],241.58449,-1,0.0
B0LD97482F,徐祖富口腔诊所,新胜二村8幢负一号,[],106.5122,29.50892,,,439151.85402107856,3264535.9439803483,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],87.18244,14,0.4347138002941575
B0HR4UZ8RW,晓萌牙口腔,汇龙路55号40幢附7号(轻轨10号线兰花路站4号出口外),023-62761996,106.558134,29.502918,,,443600.5337073365,3263847.755383778,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,南岸区,,[],58.182556,1,1.0
B0K0LOWEGQ,洁齿美口腔诊所,万象三路与万象大道交叉口南80米,[],106.527086,29.514495,,,440597.8895369138,3265145.976866496,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],241.58449,-1,0.0
B0JRZC9HYR,王开桐医疗美容,杨家坪正街与步行街交叉口北80米,[],106.514648,29.510761,,,439390.21585436095,3264738.6547461646,090201,医疗保健服务;专科医院;整形美容,重庆市,重庆市,九龙坡区,,[],108.18163,12,0.6912979290315517
B0H2YHXHY1,美忆口腔,红光大道77号附40号,023-62582180;15213286042,106.525534,29.460477,,,440415.8765920239,3259161.423767514,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,巴南区,,[],34.684475,-1,0.0
B0IAH19GFQ,重庆明达眼科,斌鑫时尚购物广场3层(杨家坪地铁站5号口步行280米),023-68651500,106.514618,29.511761,,,439387.9040399247,3264849.4737120923,090203,医疗保健服务;专科医院;眼科医院,重庆市,重庆市,九龙坡区,,[],237.56346,2,1.0
B0L0N9SNKY,艾美齿口腔(雅居乐店),汇龙路55号40幢附15号,18983689818,106.558128,29.503394,,,443600.21594180097,3263900.5003962005,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,南岸区,,[],58.182556,1,1.0
B0FFGA4WYU,牙博士口腔(九龙坡院区),谢家湾劳动三村2号,19122922001,106.516687,29.514083,,,439589.8089578297,3265105.68259338,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],201.9687,-1,0.0
B0JUJ5RRSY,重庆瑞泰口腔门诊(万象城南区),谢家湾正街53号华润中心万象城L348号商铺,19122016189,106.518801,29.514616,,,439795.0070628866,3265163.644523689,090202,医疗保健服务;专科医院;口腔医院,重庆市,重庆市,九龙坡区,,[],184.12352,-1,0.0
